Converting /ct12/abrammer/graphics/ecmf_tc_data/data/A_JSXX01ECEP141200_C_ECMP_20170714120000_tropical_cyclone_track_FERNANDA_-118p3degW_11degN_bufr4.bin
         2294559 function calls (2265619 primitive calls) in 5.160 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 core.py:138(MaskError)
        1    0.000    0.000    0.000    0.000 core.py:170(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:172(<listcomp>)
        1    0.000    0.000    0.003    0.003 core.py:21(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2357(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 core.py:2363(__init__)
        9    0.000    0.000    0.000    0.000 core.py:2526(_arraymethod)
        1    0.000    0.000    0.000    0.000 core.py:2574(MaskedIterator)
        1    0.000    0.000    0.000    0.000 core.py:2688(MaskedArray)
        1    0.000    0.000    0.000    0.000 core.py:5918(mvoid)
        1    0.000    0.000    0.000    0.000 core.py:6120(MaskedConstant)
        1    0.000    0.000    0.000    0.000 core.py:6127(__new__)
        1    0.000    0.000    0.000    0.000 core.py:6130(__array_finalize__)
        1    0.000    0.000    0.000    0.000 core.py:6230(_extrema_operation)
        1    0.000    0.000    0.000    0.000 core.py:6287(_minimum_operation)
        1    0.000    0.000    0.000    0.000 core.py:6291(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6301(_maximum_operation)
        1    0.000    0.000    0.000    0.000 core.py:6305(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6358(_frommethod)
       26    0.000    0.000    0.001    0.000 core.py:6369(__init__)
       26    0.000    0.000    0.001    0.000 core.py:6374(getdoc)
        1    0.000    0.000    0.000    0.000 core.py:7850(_convert2ma)
        8    0.000    0.000    0.000    0.000 core.py:7863(__init__)
        8    0.000    0.000    0.000    0.000 core.py:7868(getdoc)
        1    0.000    0.000    0.000    0.000 core.py:796(_DomainCheckInterval)
        3    0.000    0.000    0.000    0.000 core.py:805(__init__)
        1    0.000    0.000    0.000    0.000 core.py:821(_DomainTan)
        1    0.000    0.000    0.000    0.000 core.py:829(__init__)
        1    0.000    0.000    0.000    0.000 core.py:839(_DomainSafeDivide)
        6    0.000    0.000    0.000    0.000 core.py:845(__init__)
        1    0.000    0.000    0.000    0.000 core.py:860(_DomainGreater)
        3    0.000    0.000    0.000    0.000 core.py:866(__init__)
        1    0.000    0.000    0.000    0.000 core.py:876(_DomainGreaterEqual)
        2    0.000    0.000    0.000    0.000 core.py:882(__init__)
        1    0.000    0.000    0.000    0.000 core.py:892(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 core.py:90(MaskedArrayFutureWarning)
       27    0.000    0.000    0.000    0.000 core.py:910(__init__)
        4    0.000    0.000    0.000    0.000 core.py:94(doc_note)
        1    0.000    0.000    0.000    0.000 core.py:971(_MaskedBinaryOperation)
       18    0.000    0.000    0.000    0.000 core.py:991(__init__)
        1    0.000    0.000    0.000    0.000 csv.py:131(DictWriter)
        1    0.000    0.000    0.000    0.000 csv.py:166(Sniffer)
        1    0.000    0.000    0.000    0.000 csv.py:24(Dialect)
        1    0.000    0.000    0.001    0.001 csv.py:4(<module>)
        1    0.000    0.000    0.000    0.000 csv.py:55(excel)
        1    0.000    0.000    0.000    0.000 csv.py:65(excel_tab)
        1    0.000    0.000    0.000    0.000 csv.py:70(unix_dialect)
        1    0.000    0.000    0.000    0.000 csv.py:81(DictReader)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:177(_ndptr)
       12    0.000    0.000    0.000    0.000 ctypeslib.py:330(prep_simple)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:51(<module>)
        2    0.000    0.000    0.000    0.000 cycler.py:112(__init__)
       10    0.000    0.000    0.000    0.000 cycler.py:138(keys)
        2    0.000    0.000    0.000    0.000 cycler.py:145(change_key)
        2    0.000    0.000    0.000    0.000 cycler.py:191(_from_iter)
       19    0.000    0.000    0.000    0.000 cycler.py:212(<genexpr>)
        2    0.000    0.000    0.000    0.000 cycler.py:225(__iter__)
       22    0.000    0.000    0.000    0.000 cycler.py:227(<genexpr>)
        2    0.000    0.000    0.000    0.000 cycler.py:349(by_key)
        4    0.000    0.000    0.000    0.000 cycler.py:371(<genexpr>)
        1    0.000    0.000    0.000    0.000 cycler.py:41(<module>)
        2    0.000    0.000    0.000    0.000 cycler.py:468(cycler)
        2    0.000    0.000    0.000    0.000 cycler.py:529(_cycler)
        2    0.000    0.000    0.000    0.000 cycler.py:55(_process_keys)
        1    0.000    0.000    0.000    0.000 cycler.py:77(Cycler)
        1    0.000    0.000    0.000    0.000 date_converters.py:1(<module>)
        1    0.000    0.000    0.036    0.036 dates.py:110(<module>)
        1    0.000    0.000    0.000    0.000 dates.py:1113(YearLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1177(MonthLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1202(WeekdayLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1230(DayLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1257(HourLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1277(MinuteLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1297(SecondLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1317(MicrosecondLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1495(DateConverter)
        1    0.000    0.000    0.000    0.000 dates.py:155(_UTC)
        1    0.000    0.000    0.000    0.000 dates.py:274(strpdate2num)
        1    0.000    0.000    0.000    0.000 dates.py:290(bytespdate2num)
        1    0.000    0.000    0.000    0.000 dates.py:437(DateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:576(IndexDateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:603(AutoDateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:705(rrulewrapper)
        1    0.000    0.000    0.000    0.000 dates.py:722(DateLocator)
        1    0.000    0.000    0.000    0.000 dates.py:789(RRuleLocator)
        1    0.000    0.000    0.000    0.000 dates.py:894(AutoDateLocator)
        1    0.000    0.000    0.000    0.000 datetime.py:1023(time)
        2    0.000    0.000    0.000    0.000 datetime.py:1048(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:1360(datetime)
        3    0.000    0.000    0.000    0.000 datetime.py:1368(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:1949(timezone)
        3    0.000    0.000    0.000    0.000 datetime.py:1972(_create)
       35    0.000    0.000    0.000    0.000 datetime.py:261(_check_int_field)
        5    0.000    0.000    0.000    0.000 datetime.py:278(_check_date_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:291(_check_time_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:308(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 datetime.py:336(timedelta)
        9    0.000    0.000    0.000    0.000 datetime.py:355(__new__)
        3    0.000    0.000    0.000    0.000 datetime.py:40(_days_before_year)
        5    0.000    0.000    0.000    0.000 datetime.py:45(_days_in_month)
        1    0.000    0.000    0.002    0.002 datetime.py:5(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:530(__neg__)
        1    0.000    0.000    0.000    0.000 datetime.py:658(date)
        2    0.000    0.000    0.000    0.000 datetime.py:688(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:953(tzinfo)
        1    0.000    0.000    0.003    0.003 decimal.py:2(<module>)
        1    0.000    0.000    0.004    0.004 decoder.py:2(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 decoder.py:253(JSONDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:283(__init__)
        2    0.000    0.000    0.000    0.000 decoder.py:334(decode)
        2    0.000    0.000    0.000    0.000 decoder.py:345(raw_decode)
        1    0.000    0.000    0.000    0.000 decorators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decorators.py:100(Substitution)
      186    0.000    0.000    0.000    0.000 decorators.py:128(__init__)
      186    0.001    0.000    0.001    0.000 decorators.py:134(__call__)
        1    0.000    0.000    0.024    0.024 decorators.py:15(<module>)
        1    0.000    0.000    0.000    0.000 decorators.py:155(Appender)
      531    0.001    0.000    0.001    0.000 decorators.py:174(__init__)
      531    0.001    0.000    0.029    0.000 decorators.py:181(__call__)
        4    0.000    0.000    0.000    0.000 decorators.py:189(indent)
       24    0.000    0.000    0.000    0.000 decorators.py:19(deprecate_kwarg)
        1    0.000    0.000    0.000    0.000 decorators.py:207(KnownFailureTest)
       24    0.000    0.000    0.000    0.000 decorators.py:64(_deprecate_kwarg)
        5    0.000    0.000    0.000    0.000 decorators.py:9(deprecate)
        1    0.000    0.000    0.000    0.000 defchararray.py:1669(chararray)
        1    0.000    0.000    0.000    0.000 defchararray.py:17(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:14(_NumCharTable)
        1    0.000    0.000    0.000    0.000 defmatrix.py:208(matrix)
        1    0.000    0.000    0.000    0.000 depr_module.py:10(_DeprecatedModule)
        1    0.000    0.000    0.000    0.000 depr_module.py:19(__init__)
        1    0.000    0.000    0.000    0.000 depr_module.py:4(<module>)
        1    0.000    0.000    0.004    0.004 descriptors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 descriptors.py:113(AddAssociatedField)
        1    0.000    0.000    0.000    0.000 descriptors.py:13(OpCode)
        1    0.000    0.000    0.000    0.000 descriptors.py:130(SignifyCharacter)
        1    0.000    0.000    0.000    0.000 descriptors.py:149(SignifyLocalDescriptor)
        1    0.000    0.000    0.000    0.000 descriptors.py:165(IncreaseSrw)
        1    0.000    0.000    0.000    0.000 descriptors.py:188(ChangeTextWidth)
        1    0.000    0.000    0.000    0.000 descriptors.py:205(DescriptorTable)
        1    0.000    0.000    0.000    0.000 descriptors.py:212(__init__)
       52    0.000    0.000    0.000    0.000 descriptors.py:215(__getitem__)
        1    0.000    0.000    0.000    0.000 descriptors.py:234(ElementDescriptor)
       35    0.000    0.000    0.000    0.000 descriptors.py:250(strong)
    66411    0.031    0.000    0.031    0.000 descriptors.py:253(code_descriptor)
        1    0.000    0.000    0.000    0.000 descriptors.py:256(ReplicationDescriptor)
        1    0.000    0.000    0.000    0.000 descriptors.py:271(strong)
        1    0.000    0.000    0.000    0.000 descriptors.py:274(OperatorDescriptor)
        1    0.000    0.000    0.000    0.000 descriptors.py:289(SequenceDescriptor)
        1    0.000    0.000    0.000    0.000 descriptors.py:29(OperatorMeta)
       10    0.000    0.000    0.000    0.000 descriptors.py:30(__init__)
        1    0.000    0.000    0.000    0.000 descriptors.py:325(StrongSequenceDescriptor)
        1    0.000    0.000    0.000    0.000 descriptors.py:334(LazySequenceDescriptor)
        5    0.000    0.000    0.000    0.000 descriptors.py:339(length)
       16    0.000    0.000    0.000    0.000 descriptors.py:341(<genexpr>)
       10    0.000    0.000    0.000    0.000 descriptors.py:343(descriptors)
       10    0.000    0.000    0.000    0.000 descriptors.py:346(<listcomp>)
        5    0.000    0.000    0.000    0.000 descriptors.py:350(strong)
       16    0.000    0.000    0.000    0.000 descriptors.py:351(<genexpr>)
        1    0.000    0.000    0.000    0.000 descriptors.py:37(Operator)
        1    0.000    0.000    0.000    0.000 descriptors.py:62(ChangeDataWidth)
        1    0.000    0.000    0.000    0.000 descriptors.py:79(ChangeScale)
        1    0.000    0.000    0.000    0.000 descriptors.py:9(OperatorConflict)
        1    0.000    0.000    0.000    0.000 descriptors.py:96(ChangeReferenceValues)
        1    0.000    0.000    0.000    0.000 difflib.py:1703(HtmlDiff)
        1    0.000    0.000    0.001    0.001 difflib.py:27(<module>)
        1    0.000    0.000    0.000    0.000 difflib.py:43(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 difflib.py:751(Differ)
        1    0.000    0.000    0.003    0.003 dis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dis.py:178(Instruction)
        1    0.000    0.000    0.000    0.000 dis.py:416(Bytecode)
        1    0.000    0.000    0.001    0.001 dtypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dtypes.py:113(__new__)
      801    0.001    0.000    0.001    0.000 dtypes.py:132(construct_from_string)
        1    0.000    0.000    0.000    0.000 dtypes.py:145(DatetimeTZDtypeType)
        1    0.000    0.000    0.001    0.001 dtypes.py:152(DatetimeTZDtype)
      177    0.001    0.000    0.001    0.000 dtypes.py:170(__new__)
      177    0.001    0.000    0.002    0.000 dtypes.py:221(construct_from_string)
        1    0.000    0.000    0.000    0.000 dtypes.py:252(PeriodDtypeType)
        1    0.000    0.000    0.000    0.000 dtypes.py:259(PeriodDtype)
     1671    0.004    0.000    0.007    0.000 dtypes.py:347(is_dtype)
    19437    0.023    0.000    0.047    0.000 dtypes.py:74(is_dtype)
        1    0.000    0.000    0.000    0.000 dtypes.py:8(ExtensionDtype)
        1    0.000    0.000    0.000    0.000 dtypes.py:91(CategoricalDtypeType)
        1    0.000    0.000    0.000    0.000 dtypes.py:98(CategoricalDtype)
        1    0.000    0.000    0.000    0.000 easter.py:5(<module>)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:4(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.001    0.001 encoder.py:2(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.001    0.001 encoders.py:5(<module>)
        1    0.000    0.000    0.000    0.000 engines.py:101(NumExprEngine)
        1    0.000    0.000    0.000    0.000 engines.py:133(PythonEngine)
        1    0.000    0.000    0.001    0.001 engines.py:2(<module>)
        1    0.000    0.000    0.000    0.000 engines.py:20(NumExprClobberingError)
        1    0.000    0.000    0.000    0.000 engines.py:41(AbstractEngine)
       16    0.000    0.000    0.000    0.000 enum.py:114(__prepare__)
       16    0.003    0.000    0.007    0.000 enum.py:124(__new__)
       16    0.000    0.000    0.000    0.000 enum.py:135(<dictcomp>)
       16    0.000    0.000    0.000    0.000 enum.py:160(<setcomp>)
       50    0.000    0.000    0.000    0.000 enum.py:179(<genexpr>)
      217    0.000    0.000    0.001    0.000 enum.py:20(_is_descriptor)
     3441    0.003    0.000    0.015    0.000 enum.py:265(__call__)
      256    0.000    0.000    0.000    0.000 enum.py:28(_is_dunder)
       15    0.000    0.000    0.000    0.000 enum.py:310(__getattr__)
       16    0.000    0.000    0.000    0.000 enum.py:335(__members__)
      328    0.001    0.000    0.001    0.000 enum.py:351(__setattr__)
      257    0.000    0.000    0.000    0.000 enum.py:36(_is_sunder)
       13    0.000    0.000    0.007    0.001 enum.py:364(_create_)
       45    0.000    0.000    0.000    0.000 enum.py:417(_get_mixins_)
        1    0.000    0.000    0.000    0.000 enum.py:43(_make_class_unpicklable)
       16    0.000    0.000    0.000    0.000 enum.py:462(_find_new_)
     3428    0.004    0.000    0.005    0.000 enum.py:515(__new__)
      180    0.000    0.000    0.000    0.000 enum.py:592(name)
        9    0.000    0.000    0.000    0.000 enum.py:597(value)
       13    0.000    0.000    0.009    0.001 enum.py:602(_convert)
       13    0.001    0.000    0.002    0.000 enum.py:623(<listcomp>)
      153    0.000    0.000    0.000    0.000 enum.py:628(<lambda>)
       16    0.000    0.000    0.000    0.000 enum.py:65(__init__)
      257    0.001    0.000    0.002    0.000 enum.py:70(__setitem__)
        9    0.000    0.000    0.001    0.000 enum.py:756(_missing_)
        9    0.000    0.000    0.001    0.000 enum.py:763(_create_pseudo_member_)
      157    0.000    0.000    0.002    0.000 enum.py:791(__or__)
     1557    0.004    0.000    0.011    0.000 enum.py:797(__and__)
       81    0.000    0.000    0.000    0.000 enum.py:816(_high_bit)
        9    0.000    0.000    0.001    0.000 enum.py:833(_decompose)
        9    0.000    0.000    0.000    0.000 enum.py:848(<listcomp>)
       25    0.000    0.000    0.000    0.000 enum.py:859(<lambda>)
       99    0.000    0.000    0.000    0.000 enum.py:865(_power_of_two)
        1    0.000    0.000    0.001    0.001 error.py:12(<module>)
        1    0.000    0.000    0.000    0.000 error.py:23(URLError)
        1    0.000    0.000    0.000    0.000 error.py:39(HTTPError)
        1    0.000    0.000    0.000    0.000 error.py:77(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 errors.py:101(ObsoleteHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:104(NonASCIILocalPartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:11(DistutilsError)
        1    0.000    0.000    0.000    0.000 errors.py:12(MessageParseError)
        1    0.000    0.000    0.000    0.000 errors.py:15(DistutilsModuleError)
        1    0.000    0.000    0.000    0.000 errors.py:16(HeaderParseError)
        1    0.000    0.000    0.000    0.000 errors.py:20(BoundaryError)
        1    0.000    0.000    0.000    0.000 errors.py:20(DistutilsClassError)
        1    0.000    0.000    0.000    0.000 errors.py:24(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 errors.py:27(DistutilsGetoptError)
        1    0.000    0.000    0.000    0.000 errors.py:28(CharsetError)
        1    0.000    0.000    0.000    0.000 errors.py:31(DistutilsArgError)
        1    0.000    0.000    0.000    0.000 errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 errors.py:36(DistutilsFileError)
        1    0.000    0.000    0.000    0.000 errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:42(DistutilsOptionError)
        1    0.000    0.000    0.000    0.000 errors.py:44(StartBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:47(CloseBoundaryNotFoundDefect)
        1    0.000    0.000    0.001    0.001 errors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:50(FirstHeaderLineIsContinuationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:51(DistutilsSetupError)
        1    0.000    0.000    0.000    0.000 errors.py:53(MisplacedEnvelopeHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:56(DistutilsPlatformError)
        1    0.000    0.000    0.000    0.000 errors.py:56(MissingHeaderBodySeparatorDefect)
        1    0.000    0.000    0.000    0.000 errors.py:61(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:62(DistutilsExecError)
        1    0.000    0.000    0.000    0.000 errors.py:64(InvalidMultipartContentTransferEncodingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:67(DistutilsInternalError)
        1    0.000    0.000    0.000    0.000 errors.py:67(UndecodableBytesDefect)
        1    0.000    0.000    0.000    0.000 errors.py:70(InvalidBase64PaddingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:72(DistutilsTemplateError)
        1    0.000    0.000    0.000    0.000 errors.py:73(InvalidBase64CharactersDefect)
        1    0.000    0.000    0.000    0.000 errors.py:75(DistutilsByteCompileError)
        1    0.000    0.000    0.000    0.000 errors.py:78(HeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:79(CCompilerError)
        1    0.000    0.000    0.000    0.000 errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 errors.py:82(PreprocessError)
        1    0.000    0.000    0.000    0.000 errors.py:84(InvalidHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:85(CompileError)
        1    0.000    0.000    0.000    0.000 errors.py:87(HeaderMissingRequiredValue)
        1    0.000    0.000    0.000    0.000 errors.py:88(LibError)
        1    0.000    0.000    0.001    0.001 errors.py:9(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:90(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 errors.py:92(LinkError)
        1    0.000    0.000    0.000    0.000 errors.py:96(UnknownFileError)
        1    0.000    0.000    0.009    0.009 eval.py:4(<module>)
        1    0.000    0.000    0.000    0.000 excel.py:1290(_Openpyxl22Writer)
        1    0.000    0.000    0.000    0.000 excel.py:1359(_XlwtWriter)
        6    0.000    0.000    0.000    0.000 excel.py:142(register_writer)
        1    0.000    0.000    0.000    0.000 excel.py:1482(_XlsxWriter)
        1    0.000    0.000    0.000    0.000 excel.py:203(ExcelFile)
        1    0.000    0.000    0.002    0.002 excel.py:3(<module>)
        1    0.000    0.000    0.000    0.000 excel.py:607(ExcelWriter)
        1    0.000    0.000    0.000    0.000 excel.py:765(_Openpyxl1Writer)
        1    0.000    0.000    0.000    0.000 excel.py:877(_OpenpyxlWriter)
        1    0.000    0.000    0.000    0.000 excel.py:883(_Openpyxl20Writer)
        1    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:1(UnpackException)
        1    0.000    0.000    0.000    0.000 exceptions.py:11(UnknownTimeZoneError)
        1    0.000    0.000    0.000    0.000 exceptions.py:13(UnpackValueError)
        1    0.000    0.000    0.000    0.000 exceptions.py:17(ExtraData)
        1    0.000    0.000    0.000    0.000 exceptions.py:26(PackException)
        1    0.000    0.000    0.000    0.000 exceptions.py:27(InvalidTimeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:3(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:30(PackValueError)
        1    0.000    0.000    0.000    0.000 exceptions.py:31(AmbiguousTimeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:42(NonExistentTimeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:5(BufferFull)
        1    0.000    0.000    0.000    0.000 exceptions.py:9(OutOfData)
        2    0.000    0.000    0.000    0.000 expr.py:134(_is_type)
      137    0.000    0.000    0.000    0.000 expr.py:144(<lambda>)
      138    0.000    0.000    0.000    0.000 expr.py:146(<genexpr>)
       14    0.000    0.000    0.001    0.000 expr.py:149(_filter_nodes)
      126    0.000    0.000    0.001    0.000 expr.py:151(<genexpr>)
      115    0.000    0.000    0.000    0.000 expr.py:156(<lambda>)
      159    0.000    0.000    0.000    0.000 expr.py:196(_node_not_implemented)
        1    0.000    0.000    0.005    0.005 expr.py:2(<module>)
        3    0.000    0.000    0.000    0.000 expr.py:207(disallow)
        3    0.000    0.000    0.001    0.000 expr.py:215(disallowed)
       22    0.000    0.000    0.000    0.000 expr.py:226(_op_maker)
        1    0.000    0.000    0.000    0.000 expr.py:249(add_ops)
        1    0.000    0.000    0.000    0.000 expr.py:251(f)
        1    0.000    0.000    0.000    0.000 expr.py:264(BaseExprVisitor)
        1    0.000    0.000    0.000    0.000 expr.py:684(PandasExprVisitor)
        1    0.000    0.000    0.000    0.000 expr.py:695(PythonExprVisitor)
        1    0.000    0.000    0.000    0.000 expr.py:703(Expr)
       43    0.000    0.000    0.001    0.000 expressions.py:126(_where_standard)
      208    0.000    0.000    0.000    0.000 expressions.py:162(_has_bool_dtype)
      208    0.000    0.000    0.001    0.000 expressions.py:172(_bool_arith_check)
      208    0.001    0.000    0.008    0.000 expressions.py:191(evaluate)
       43    0.000    0.000    0.001    0.000 expressions.py:214(where)
        1    0.000    0.000    0.000    0.000 expressions.py:33(set_use_numexpr)
      208    0.001    0.000    0.007    0.000 expressions.py:58(_evaluate_standard)
        1    0.000    0.000    0.000    0.000 expressions.py:7(<module>)
        1    0.000    0.000    0.001    0.001 extras.py:10(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:1439(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 extras.py:1451(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:1505(mr_class)
        1    0.000    0.000    0.000    0.000 extras.py:1521(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:216(_fromnxfunction)
        9    0.000    0.000    0.000    0.000 extras.py:236(__init__)
        9    0.000    0.000    0.000    0.000 extras.py:240(getdoc)
        1    0.000    0.000    0.000    0.000 extras.py:271(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 extras.py:289(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 extras.py:302(_fromnxfunction_args)
        1    0.000    0.000    0.000    0.000 extras.py:327(_fromnxfunction_allargs)
        1    0.000    0.000    0.000    0.000 fama_macbeth.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fama_macbeth.py:153(MovingFamaMacBeth)
        1    0.000    0.000    0.000    0.000 fama_macbeth.py:31(FamaMacBeth)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.026    0.026 feedparser.py:20(<module>)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 feedparser.py:532(BytesFeedParser)
        1    0.000    0.000    0.001    0.001 fftpack.py:32(<module>)
        1    0.000    0.000    0.000    0.000 financial.py:10(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
       12    0.000    0.000    0.004    0.000 fontconfig_pattern.py:119(parse)
       12    0.000    0.000    0.000    0.000 fontconfig_pattern.py:138(_family)
        8    0.000    0.000    0.000    0.000 fontconfig_pattern.py:144(_name)
       12    0.000    0.000    0.000    0.000 fontconfig_pattern.py:150(_families)
       12    0.000    0.000    0.000    0.000 fontconfig_pattern.py:151(<listcomp>)
        4    0.000    0.000    0.000    0.000 fontconfig_pattern.py:158(_property)
        1    0.000    0.000    0.000    0.000 fontconfig_pattern.py:36(FontconfigPatternParser)
        1    0.000    0.000    0.069    0.069 fontconfig_pattern.py:7(<module>)
        1    0.000    0.000    0.010    0.010 fontconfig_pattern.py:71(__init__)
        1    0.000    0.000    0.000    0.000 format.py:1353(CSVFormatter)
        1    0.000    0.000    0.000    0.000 format.py:144(SeriesFormatter)
        1    0.000    0.000    0.000    0.000 format.py:149(<module>)
        1    0.000    0.000    0.000    0.000 format.py:1609(ExcelCell)
        1    0.000    0.000    0.000    0.000 format.py:1632(ExcelFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1937(GenericArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:2003(FloatArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:2138(IntArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:2145(Datetime64Formatter)
        1    0.000    0.000    0.000    0.000 format.py:2170(PeriodArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:2184(CategoricalArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:2315(Datetime64TZFormatter)
        1    0.000    0.000    0.000    0.000 format.py:2329(Timedelta64Formatter)
        1    0.000    0.000    0.000    0.000 format.py:2461(detect_console_encoding)
        1    0.000    0.000    0.000    0.000 format.py:2532(EngFormatter)
        1    0.000    0.000    0.000    0.000 format.py:274(TextAdjustment)
        1    0.000    0.000    0.000    0.000 format.py:289(EastAsianTextAdjustment)
        1    0.000    0.000    0.000    0.000 format.py:322(TableFormatter)
        1    0.000    0.000    0.000    0.000 format.py:343(DataFrameFormatter)
        1    0.000    0.000    0.073    0.073 format.py:5(<module>)
        1    0.000    0.000    0.000    0.000 format.py:805(LatexFormatter)
        1    0.000    0.000    0.000    0.000 format.py:91(CategoricalFormatter)
        1    0.000    0.000    0.000    0.000 format.py:919(HTMLFormatter)
        1    0.000    0.000    0.205    0.205 frame.py:10(<module>)
       52    0.000    0.000    0.019    0.000 frame.py:1835(transpose)
     2984    0.015    0.000    0.211    0.000 frame.py:2035(__getitem__)
        1    0.000    0.000    0.002    0.002 frame.py:204(DataFrame)
     2880    0.005    0.000    0.067    0.000 frame.py:2061(_getitem_column)
      104    0.001    0.000    0.115    0.001 frame.py:2078(_getitem_array)
      570    0.003    0.000    0.026    0.000 frame.py:2393(_box_item_values)
      570    0.001    0.000    0.019    0.000 frame.py:2400(_box_col_values)
  416/208    0.002    0.000    1.505    0.007 frame.py:2405(__setitem__)
      733    0.000    0.000    0.000    0.000 frame.py:241(_constructor)
       52    0.001    0.000    0.069    0.001 frame.py:2425(_setitem_array)
      364    0.001    0.000    0.037    0.000 frame.py:2456(_ensure_valid_index)
      364    0.002    0.000    1.471    0.004 frame.py:2473(_set_item)
      785    0.005    0.000    0.185    0.000 frame.py:252(__init__)
