Converting /ct12/abrammer/graphics/ecmf_tc_data/data/A_JSXX01ECEP141200_C_ECMP_20170714120000_tropical_cyclone_track_FERNANDA_-118p3degW_11degN_bufr4.bin
         2294559 function calls (2265619 primitive calls) in 5.160 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       57    0.000    0.000    0.002    0.000 internals.py:1236(func)
        5    0.000    0.000    0.000    0.000 internals.py:1272(<listcomp>)
       52    0.000    0.000    0.000    0.000 internals.py:129(is_categorical_astype)
        1    0.000    0.000    0.000    0.000 internals.py:1402(ScalarBlock)
        1    0.000    0.000    0.000    0.000 internals.py:1425(NonConsolidatableMixIn)
      416    0.000    0.000    0.000    0.000 internals.py:144(external_values)
    13719    0.003    0.000    0.003    0.000 internals.py:148(internal_values)
        1    0.000    0.000    0.000    0.000 internals.py:1532(NumericBlock)
        1    0.000    0.000    0.000    0.000 internals.py:1538(FloatOrComplexBlock)
      279    0.000    0.000    0.004    0.000 internals.py:154(get_values)
        1    0.000    0.000    0.000    0.000 internals.py:1548(FloatBlock)
      104    0.000    0.000    0.001    0.000 internals.py:1553(_can_hold_element)
      359    0.001    0.000    0.001    0.000 internals.py:1598(should_store)
        1    0.000    0.000    0.000    0.000 internals.py:1605(ComplexBlock)
        1    0.000    0.000    0.000    0.000 internals.py:1628(IntBlock)
    11107    0.007    0.000    0.018    0.000 internals.py:163(to_dense)
        5    0.000    0.000    0.000    0.000 internals.py:1647(should_store)
        1    0.000    0.000    0.000    0.000 internals.py:1651(DatetimeLikeBlockMixin)
       52    0.000    0.000    0.000    0.000 internals.py:1657(fill_value)
       52    0.000    0.000    0.013    0.000 internals.py:1665(get_values)
        1    0.000    0.000    0.000    0.000 internals.py:1675(TimeDeltaBlock)
      289    0.000    0.000    0.000    0.000 internals.py:175(fill_value)
        1    0.000    0.000    0.000    0.000 internals.py:1775(BoolBlock)
     8218    0.003    0.000    0.003    0.000 internals.py:179(mgr_locs)
        1    0.000    0.000    0.000    0.000 internals.py:1806(ObjectBlock)
     2340    0.011    0.000    0.028    0.000 internals.py:1811(__init__)
      331    0.001    0.000    0.005    0.000 internals.py:190(make_block)
        1    0.000    0.000    0.000    0.000 internals.py:2051(CategoricalBlock)
     1389    0.004    0.000    0.018    0.000 internals.py:208(make_block_same_class)
     4679    0.008    0.000    0.014    0.000 internals.py:216(mgr_locs)
        1    0.000    0.000    0.000    0.000 internals.py:2181(DatetimeBlock)
      208    0.001    0.000    0.004    0.000 internals.py:2186(__init__)
       52    0.000    0.000    0.000    0.000 internals.py:2286(_box_func)
        1    0.000    0.000    0.000    0.000 internals.py:2325(DatetimeTZBlock)
        1    0.000    0.000    0.000    0.000 internals.py:2482(SparseBlock)
     4679    0.024    0.000    0.102    0.000 internals.py:2649(make_block)
        1    0.000    0.000    0.000    0.000 internals.py:2690(BlockManager)
      837    0.005    0.000    0.088    0.000 internals.py:2745(__init__)
      837    0.002    0.000    0.003    0.000 internals.py:2746(<listcomp>)
     2806    0.010    0.000    0.028    0.000 internals.py:2786(shape)
     8418    0.003    0.000    0.018    0.000 internals.py:2788(<genexpr>)
     2858    0.002    0.000    0.002    0.000 internals.py:2790(ndim)
      327    0.001    0.000    0.002    0.000 internals.py:2829(_is_single_block)
      842    0.022    0.000    0.061    0.000 internals.py:2841(_rebuild_blknos_and_blklocs)
     3029    0.001    0.000    0.001    0.000 internals.py:2862(_get_items)
       52    0.000    0.000    0.001    0.000 internals.py:2867(_get_counts)
       52    0.000    0.000    0.001    0.000 internals.py:2876(get_dtype_counts)
       57    0.000    0.000    0.000    0.000 internals.py:2877(<lambda>)
      780    0.000    0.000    0.000    0.000 internals.py:289(shape)
      730    0.001    0.000    0.003    0.000 internals.py:2951(__len__)
      374    0.002    0.000    0.009    0.000 internals.py:2966(_verify_integrity)
     1097    0.001    0.000    0.001    0.000 internals.py:2968(<genexpr>)
    14627    0.006    0.000    0.006    0.000 internals.py:297(dtype)
  671/624    0.010    0.000    0.194    0.000 internals.py:2978(apply)
     1211    0.004    0.000    0.004    0.000 internals.py:301(ftype)
      723    0.000    0.000    0.000    0.000 internals.py:3037(<genexpr>)
       52    0.000    0.000    0.013    0.000 internals.py:3155(isnull)
       52    0.000    0.000    0.037    0.001 internals.py:3158(where)
      104    0.000    0.000    0.008    0.000 internals.py:3167(setitem)
      104    0.001    0.000    0.105    0.001 internals.py:3176(interpolate)
       52    0.000    0.000    0.007    0.000 internals.py:3182(fillna)
       52    0.000    0.000    0.008    0.000 internals.py:3188(astype)
     2251    0.001    0.000    0.001    0.000 internals.py:3249(is_consolidated)
      837    0.003    0.000    0.009    0.000 internals.py:3257(_consolidate_check)
      837    0.001    0.000    0.006    0.000 internals.py:3258(<listcomp>)
      570    0.001    0.000    0.001    0.000 internals.py:326(iget)
      213    0.000    0.000    0.001    0.000 internals.py:3262(is_mixed_type)
      364    0.004    0.000    0.004    0.000 internals.py:329(set)
      255    0.001    0.000    0.034    0.000 internals.py:3364(copy)
      406    0.001    0.000    0.009    0.000 internals.py:3384(<lambda>)
      255    0.000    0.000    0.009    0.000 internals.py:3385(<listcomp>)
      213    0.001    0.000    0.026    0.000 internals.py:3391(as_matrix)
       57    0.003    0.000    0.022    0.000 internals.py:3405(_interleave)
       57    0.001    0.000    0.006    0.000 internals.py:346(apply)
      634    0.001    0.000    0.001    0.000 internals.py:3513(consolidate)
     1721    0.001    0.000    0.003    0.000 internals.py:3529(_consolidate_inplace)
      570    0.002    0.000    0.025    0.000 internals.py:3536(get)
      570    0.005    0.000    0.017    0.000 internals.py:3565(iget)
       52    0.000    0.000    0.001    0.000 internals.py:358(fillna)
      364    0.010    0.000    0.035    0.000 internals.py:3636(set)
      364    0.000    0.000    0.000    0.000 internals.py:3660(value_getitem)
       52    0.000    0.000    0.031    0.001 internals.py:3801(reindex_axis)
      265    0.002    0.000    0.109    0.000 internals.py:3813(reindex_indexer)
      104    0.001    0.000    0.034    0.000 internals.py:3848(<listcomp>)
      114    0.002    0.000    0.036    0.000 internals.py:3856(_slice_take_blocks_ax0)
      156    0.003    0.000    0.094    0.001 internals.py:3943(take)
      104    0.000    0.000    0.000    0.000 internals.py:398(_maybe_downcast)
        1    0.000    0.000    0.000    0.000 internals.py:4023(SingleBlockManager)
     3463    0.014    0.000    0.097    0.000 internals.py:4031(__init__)
    37545    0.014    0.000    0.014    0.000 internals.py:4077(_block)
      104    0.000    0.000    0.000    0.000 internals.py:4138(index)
    12303    0.012    0.000    0.022    0.000 internals.py:4147(dtype)
      416    0.001    0.000    0.001    0.000 internals.py:4171(external_values)
    13719    0.016    0.000    0.025    0.000 internals.py:4174(internal_values)
    11107    0.017    0.000    0.047    0.000 internals.py:4177(get_values)
      104    0.000    0.000    0.000    0.000 internals.py:4197(is_consolidated)
      416    0.000    0.000    0.000    0.000 internals.py:4203(_consolidate_inplace)
      104    0.001    0.000    0.014    0.000 internals.py:4236(create_block_manager_from_blocks)
       52    0.000    0.000    0.055    0.001 internals.py:4259(create_block_manager_from_arrays)
       52    0.006    0.000    0.047    0.001 internals.py:4270(form_blocks)
      104    0.000    0.000    0.009    0.000 internals.py:4385(_simple_blockify)
       61    0.001    0.000    0.013    0.000 internals.py:4399(_multi_blockify)
      988    0.000    0.000    0.000    0.000 internals.py:4403(<lambda>)
      165    0.004    0.000    0.011    0.000 internals.py:4431(_stack_arrays)
     1144    0.001    0.000    0.006    0.000 internals.py:4434(_asarray_compat)
      165    0.000    0.000    0.001    0.000 internals.py:4440(_shape_compat)
       57    0.001    0.000    0.001    0.000 internals.py:4458(_interleaved_dtype)
        5    0.000    0.000    0.000    0.000 internals.py:4508(<listcomp>)
        5    0.000    0.000    0.001    0.000 internals.py:4511(_consolidate)
       20    0.000    0.000    0.000    0.000 internals.py:4517(<lambda>)
        5    0.000    0.000    0.001    0.000 internals.py:4528(_merge_blocks)
        5    0.000    0.000    0.000    0.000 internals.py:4542(<listcomp>)
        5    0.000    0.000    0.000    0.000 internals.py:4543(<listcomp>)
      701    0.001    0.000    0.002    0.000 internals.py:4555(_extend_blocks)
       57    0.000    0.000    0.000    0.000 internals.py:4572(_block_shape)
       52    0.000    0.000    0.002    0.000 internals.py:458(astype)
        5    0.000    0.000    0.000    0.000 internals.py:4581(_vstack)
       52    0.000    0.000    0.002    0.000 internals.py:463(_astype)
      966    0.004    0.000    0.006    0.000 internals.py:4663(_get_blkno_placements)
        1    0.000    0.000    0.000    0.000 internals.py:5106(JoinUnit)
      114    0.001    0.000    0.001    0.000 internals.py:5238(_preprocess_slice_or_indexer)
      109    0.000    0.000    0.001    0.000 internals.py:537(_try_cast_result)
       52    0.000    0.000    0.000    0.000 internals.py:570(_try_operate)
      199    0.000    0.000    0.000    0.000 internals.py:574(_try_coerce_args)
      199    0.000    0.000    0.000    0.000 internals.py:578(_try_coerce_result)
      104    0.000    0.000    0.001    0.000 internals.py:582(_try_coerce_and_cast_result)
      374    0.001    0.000    0.007    0.000 internals.py:608(copy)
      104    0.001    0.000    0.006    0.000 internals.py:654(setitem)
      208    0.000    0.000    0.000    0.000 internals.py:676(<lambda>)
        1    0.000    0.000    0.000    0.000 internals.py:68(Block)
      104    0.000    0.000    0.001    0.000 internals.py:709(_is_empty_indexer)
      208    0.000    0.000    0.000    0.000 internals.py:715(<genexpr>)
      114    0.001    0.000    0.093    0.001 internals.py:890(interpolate)
      114    0.000    0.000    0.000    0.000 internals.py:894(check_int_bool)
       52    0.001    0.000    0.007    0.000 internals.py:936(_interpolate_with_fill)
     4679    0.015    0.000    0.035    0.000 internals.py:96(__init__)
       52    0.001    0.000    0.084    0.002 internals.py:961(_interpolate)
      203    0.002    0.000    0.073    0.000 internals.py:984(func)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1049(_BaseV4)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1075(_make_netmask)
       20    0.000    0.000    0.000    0.000 ipaddress.py:1099(_ip_int_from_string)
       80    0.000    0.000    0.000    0.000 ipaddress.py:1125(_parse_octet)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1245(IPv4Address)
       68    0.000    0.000    0.000    0.000 ipaddress.py:1251(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1362(IPv4Interface)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1444(IPv4Network)
       19    0.000    0.000    0.001    0.000 ipaddress.py:1459(__init__)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1558(_IPv4Constants)
       47    0.000    0.000    0.000    0.000 ipaddress.py:158(_split_optional_netmask)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1592(_BaseV6)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1612(_make_netmask)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1630(_ip_int_from_string)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1734(_parse_hextet)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1876(IPv6Address)
       99    0.000    0.000    0.000    0.000 ipaddress.py:1882(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:19(AddressValueError)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2056(IPv6Interface)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2142(IPv6Network)
       28    0.000    0.000    0.001    0.000 ipaddress.py:2158(__init__)
        1    0.000    0.000    0.001    0.001 ipaddress.py:2264(_IPv6Constants)
        1    0.000    0.000    0.000    0.000 ipaddress.py:23(NetmaskValueError)
        1    0.000    0.000    0.000    0.000 ipaddress.py:385(_IPAddressBase)
      166    0.000    0.000    0.000    0.000 ipaddress.py:417(_check_int_address)
       25    0.000    0.000    0.000    0.000 ipaddress.py:433(_ip_int_from_prefix)
       25    0.000    0.000    0.000    0.000 ipaddress.py:476(_prefix_from_prefix_string)
        1    0.000    0.000    0.000    0.000 ipaddress.py:539(_BaseAddress)
      188    0.000    0.000    0.000    0.000 ipaddress.py:550(__int__)
       47    0.000    0.000    0.000    0.000 ipaddress.py:553(__eq__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:598(_BaseNetwork)
       47    0.000    0.000    0.000    0.000 ipaddress.py:607(__init__)
        1    0.000    0.000    0.003    0.003 ipaddress.py:9(<module>)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 json.py:1(<module>)
        1    0.000    0.000    0.000    0.000 json.py:293(Parser)
        1    0.000    0.000    0.000    0.000 json.py:3(<module>)
        1    0.000    0.000    0.000    0.000 json.py:484(SeriesParser)
        1    0.000    0.000    0.000    0.000 json.py:530(FrameParser)
        1    0.000    0.000    0.000    0.000 json.py:55(Writer)
        1    0.000    0.000    0.000    0.000 json.py:88(SeriesWriter)
        1    0.000    0.000    0.000    0.000 json.py:97(FrameWriter)
        1    0.000    0.000    0.000    0.000 laguerre.py:1765(Laguerre)
        1    0.000    0.000    0.000    0.000 laguerre.py:59(<module>)
        1    0.000    0.000    0.001    0.001 lazy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lazy.py:114(<listcomp>)
        1    0.000    0.000    0.000    0.000 lazy.py:117(LazySet)
        1    0.000    0.000    0.000    0.000 lazy.py:13(LazyDict)
        2    0.000    0.000    0.000    0.000 lazy.py:135(__new__)
        2    0.000    0.000    0.000    0.000 lazy.py:140(LazySet)
       84    0.000    0.000    0.000    0.000 lazy.py:145(lazy)
        1    0.000    0.000    0.000    0.000 lazy.py:168(<listcomp>)
        1    0.000    0.000    0.000    0.000 lazy.py:67(LazyList)
        2    0.000    0.000    0.000    0.000 lazy.py:80(__new__)
        2    0.000    0.000    0.000    0.000 lazy.py:87(LazyList)
       62    0.000    0.000    0.000    0.000 lazy.py:92(lazy)
        1    0.000    0.000    0.000    0.000 legendre.py:1795(Legendre)
        1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
        1    0.000    0.000    0.000    0.000 libbufr.py:1(<module>)
        1    0.023    0.023    0.223    0.223 libbufr.py:4(read_tables)
      515    0.007    0.000    0.050    0.000 libbufr.py:48(group_d_lines)
        1    0.000    0.000    0.002    0.002 linalg.py:10(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:43(LinAlgError)
        1    0.000    0.000    0.000    0.000 linalg.py:76(_determine_error_states)
     1524    0.001    0.000    0.002    0.000 linecache.py:147(lazycache)
     1524    0.001    0.000    0.016    0.000 linecache.py:15(getline)
     1524    0.001    0.000    0.014    0.000 linecache.py:37(getlines)
      324    0.001    0.000    0.004    0.000 linecache.py:53(checkcache)
        1    0.000    0.000    0.004    0.004 linecache.py:6(<module>)
     1115    0.001    0.000    0.013    0.000 linecache.py:82(updatecache)
        1    0.000    0.000    0.000    0.000 list.py:1(<module>)
        1    0.000    0.000    0.000    0.000 list.py:11(SparseList)
        1    0.000    0.000    0.001    0.001 loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:23(_FailedTest)
        1    0.000    0.000    0.000    0.000 loader.py:66(TestLoader)
        1    0.000    0.000    0.000    0.000 loader.py:76(__init__)
        2    0.000    0.000    0.000    0.000 locale.py:379(normalize)
        2    0.000    0.000    0.000    0.000 locale.py:462(_parse_localename)
        2    0.000    0.000    0.000    0.000 locale.py:565(getlocale)
        1    0.000    0.000    0.000    0.000 locale.py:631(getpreferredencoding)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.001    0.001 lzma.py:9(<module>)
        5    0.000    0.000    0.000    0.000 machar.py:100(<lambda>)
        2    0.004    0.002    0.025    0.012 machar.py:116(_do_init)
        1    0.000    0.000    0.000    0.000 machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
        2    0.000    0.000    0.025    0.012 machar.py:98(__init__)
        1    0.000    0.000    0.006    0.006 main.py:1(<module>)
        1    0.000    0.000    0.000    0.000 main.py:48(TestProgram)
        1    0.000    0.000    0.000    0.000 math.py:4(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:20(memmap)
        1    0.000    0.000    0.000    0.000 merge.py:1050(_AsOfMerge)
        1    0.000    0.000    0.000    0.000 merge.py:1455(_Concatenator)
        1    0.000    0.000    0.001    0.001 merge.py:3(<module>)
        1    0.000    0.000    0.000    0.000 merge.py:476(_MergeOperation)
        1    0.000    0.000    0.000    0.000 merge.py:67(MergeError)
        1    0.000    0.000    0.000    0.000 merge.py:950(_OrderedMerge)
        1    0.000    0.000    0.001    0.001 message.py:105(Message)
        1    0.000    0.000    0.000    0.000 message.py:1159(EmailMessage)
        1    0.000    0.000    0.003    0.003 message.py:5(<module>)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
      203    0.009    0.000    0.072    0.000 missing.py:105(interpolate_1d)
      740    0.005    0.000    0.022    0.000 missing.py:120(_isnull_ndarraylike)
     2184    0.003    0.000    0.037    0.000 missing.py:186(notnull)
      473    0.002    0.000    0.006    0.000 missing.py:245(array_equivalent)
3754/3697    0.002    0.000    0.050    0.000 missing.py:27(isnull)
        2    0.000    0.000    0.006    0.003 missing.py:3(<module>)
       52    0.000    0.000    0.005    0.000 missing.py:393(interpolate_2d)
      104    0.000    0.000    0.000    0.000 missing.py:399(<lambda>)
        4    0.000    0.000    0.000    0.000 missing.py:429(_interp_wrapper)
3754/3697    0.006    0.000    0.048    0.000 missing.py:48(_isnull_new)
       52    0.001    0.000    0.005    0.000 missing.py:525(backfill_2d)
      223    0.000    0.000    0.000    0.000 missing.py:563(clean_reindex_fill_method)
      208    0.000    0.000    0.000    0.000 missing.py:567(fill_zeros)
      597    0.001    0.000    0.001    0.000 missing.py:65(clean_fill_method)
       57    0.000    0.000    0.000    0.000 missing.py:89(clean_interp_method)
        1    0.000    0.000    0.001    0.001 moments.py:4(<module>)
        9    0.000    0.000    0.000    0.000 moments.py:456(_rolling_func)
        9    0.000    0.000    0.000    0.000 moments.py:672(_expanding_func)
        1    0.000    0.000    0.001    0.001 multi.py:3(<module>)
        1    0.000    0.000    0.001    0.001 multi.py:48(MultiIndex)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:21(<module>)
        1    0.000    0.000    0.002    0.002 nanops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nanops.py:31(disallow)
       11    0.000    0.000    0.000    0.000 nanops.py:32(__init__)
       28    0.000    0.000    0.000    0.000 nanops.py:34(<genexpr>)
       11    0.000    0.000    0.000    0.000 nanops.py:40(__call__)
        2    0.000    0.000    0.000    0.000 nanops.py:432(_nanminmax)
        1    0.000    0.000    0.000    0.000 nanops.py:63(bottleneck_switch)
        7    0.000    0.000    0.000    0.000 nanops.py:64(__init__)
        7    0.000    0.000    0.000    0.000 nanops.py:68(__call__)
        6    0.000    0.000    0.000    0.000 nanops.py:763(make_nancomp)
        1    0.000    0.000    0.000    0.000 nosetester.py:110(NoseTester)
       20    0.000    0.000    0.000    0.000 nosetester.py:152(__init__)
       19    0.000    0.000    0.000    0.000 nosetester.py:518(_numpy_tester)
        1    0.000    0.000    0.000    0.000 nosetester.py:56(NoseTester)
        2    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        1    0.000    0.000    0.003    0.003 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:104(NpzFile)
        1    0.000    0.000    0.000    0.000 npyio.py:40(BagObj)
        1    0.000    0.000    0.001    0.001 ntpath.py:6(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.001    0.001 numbers.py:6(<module>)
        2    0.000    0.000    0.009    0.004 numeric.py:1(<module>)
      208    0.000    0.000    0.000    0.000 numeric.py:128(inferred_type)
     1279    0.000    0.000    0.000    0.000 numeric.py:137(is_all_dates)
     2100    0.008    0.000    0.028    0.000 numeric.py:144(_convert_scalar_indexer)
        1    0.000    0.000    0.000    0.000 numeric.py:180(Float64Index)
        1    0.000    0.000    0.000    0.000 numeric.py:19(NumericIndex)
  312/104    0.000    0.000    0.056    0.001 numeric.py:1927(array_str)
        2    0.000    0.000    0.000    0.000 numeric.py:1964(set_string_function)
       52    0.000    0.000    0.000    0.000 numeric.py:2160(isscalar)
        1    0.000    0.000    0.000    0.000 numeric.py:2390(identity)
     2200    0.006    0.000    0.017    0.000 numeric.py:2692(seterr)
     2200    0.006    0.000    0.007    0.000 numeric.py:2792(geterr)
      156    0.001    0.000    0.003    0.000 numeric.py:28(__new__)
        1    0.000    0.000    0.000    0.000 numeric.py:3017(_unspecified)
        1    0.000    0.000    0.000    0.000 numeric.py:3022(errstate)
     1100    0.001    0.000    0.002    0.000 numeric.py:3085(__init__)
     1100    0.002    0.000    0.011    0.000 numeric.py:3089(__enter__)
     1100    0.002    0.000    0.009    0.000 numeric.py:3094(__exit__)
        1    0.000    0.000    0.000    0.000 numeric.py:3100(_setdef)
        3    0.000    0.000    0.000    0.000 numeric.py:367(extend_all)
        1    0.000    0.000    0.000    0.000 numeric.py:374(<listcomp>)
     4336    0.003    0.000    0.019    0.000 numeric.py:463(asarray)
     3391    0.002    0.000    0.010    0.000 numeric.py:534(asanyarray)
      185    0.002    0.000    0.004    0.000 numeric.py:660(require)
      370    0.000    0.000    0.001    0.000 numeric.py:729(<genexpr>)
        1    0.000    0.000    0.000    0.000 numeric.py:76(ComplexWarning)
        1    0.000    0.000    0.000    0.000 numeric.py:93(Int64Index)
        1    0.000    0.000    0.000    0.000 numerictypes.py:120(<listcomp>)
       72    0.000    0.000    0.000    0.000 numerictypes.py:127(english_lower)
       40    0.000    0.000    0.000    0.000 numerictypes.py:154(english_upper)
       14    0.000    0.000    0.000    0.000 numerictypes.py:181(english_capitalize)
       23    0.000    0.000    0.000    0.000 numerictypes.py:216(_evalname)
       26    0.000    0.000    0.000    0.000 numerictypes.py:229(bitname)
        1    0.000    0.000    0.000    0.000 numerictypes.py:285(_add_types)
        1    0.000    0.000    0.000    0.000 numerictypes.py:301(_add_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:338(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:379(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:428(_construct_char_code_lookup)
       30    0.000    0.000    0.000    0.000 numerictypes.py:443(_add_array_type)
        1    0.000    0.000    0.000    0.000 numerictypes.py:451(_set_array_types)
        1    0.000    0.000    0.000    0.000 numerictypes.py:603(obj2sctype)
        1    0.000    0.000    0.000    0.000 numerictypes.py:765(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:781(_construct_lookups)
        1    0.000    0.000    0.003    0.003 numerictypes.py:82(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:957(_register_types)
        1    0.000    0.000    0.004    0.004 offsets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 offsets.py:1010(<listcomp>)
       10    0.000    0.000    0.000    0.000 offsets.py:107(apply_index_wraps)
        1    0.000    0.000    0.000    0.000 offsets.py:1074(CustomBusinessHour)
        1    0.000    0.000    0.000    0.000 offsets.py:1104(MonthOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:1115(MonthEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:1143(MonthBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:1168(SemiMonthOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:1259(SemiMonthEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:127(ApplyTypeError)
        1    0.000    0.000    0.000    0.000 offsets.py:1318(SemiMonthBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:132(CacheableOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:136(DateOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:1376(BusinessMonthEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:1402(BusinessMonthBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:1440(CustomBusinessMonthEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:1500(CustomBusinessMonthBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:1561(Week)
        1    0.000    0.000    0.000    0.000 offsets.py:1646(WeekDay)
        8    0.000    0.000    0.000    0.000 offsets.py:1665(<genexpr>)
        1    0.000    0.000    0.000    0.000 offsets.py:1668(WeekOfMonth)
        1    0.000    0.000    0.000    0.000 offsets.py:1765(LastWeekOfMonth)
        1    0.000    0.000    0.000    0.000 offsets.py:1845(QuarterOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:1882(BQuarterEnd)
        7    0.000    0.000    0.000    0.000 offsets.py:192(__init__)
       13    0.000    0.000    0.000    0.000 offsets.py:1928(<genexpr>)
        1    0.000    0.000    0.000    0.000 offsets.py:1932(BQuarterBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:1968(QuarterEnd)
        7    0.000    0.000    0.000    0.000 offsets.py:198(_determine_offset)
        1    0.000    0.000    0.000    0.000 offsets.py:2017(QuarterBegin)
        7    0.000    0.000    0.000    0.000 offsets.py:203(<genexpr>)
        1    0.000    0.000    0.000    0.000 offsets.py:2052(YearOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:2076(BYearEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:2112(BYearBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:2144(YearEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:2207(YearBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:2257(FY5253)
        1    0.000    0.000    0.000    0.000 offsets.py:2481(FY5253Quarter)
        1    0.000    0.000    0.000    0.000 offsets.py:2639(Easter)
        6    0.000    0.000    0.000    0.000 offsets.py:2684(_tick_comp)
        1    0.000    0.000    0.000    0.000 offsets.py:2691(Tick)
        1    0.000    0.000    0.000    0.000 offsets.py:2790(Day)
        1    0.000    0.000    0.000    0.000 offsets.py:2795(Hour)
        1    0.000    0.000    0.000    0.000 offsets.py:2800(Minute)
        1    0.000    0.000    0.000    0.000 offsets.py:2805(Second)
        1    0.000    0.000    0.000    0.000 offsets.py:2810(Milli)
        1    0.000    0.000    0.000    0.000 offsets.py:2815(Micro)
        1    0.000    0.000    0.000    0.000 offsets.py:2820(Nano)
       31    0.000    0.000    0.000    0.000 offsets.py:2919(<genexpr>)
        1    0.000    0.000    0.000    0.000 offsets.py:515(SingleConstructorOffset)
       27    0.000    0.000    0.000    0.000 offsets.py:52(apply_wraps)
        1    0.000    0.000    0.000    0.000 offsets.py:525(BusinessMixin)
        1    0.000    0.000    0.000    0.000 offsets.py:583(BusinessDay)
        1    0.000    0.000    0.000    0.000 offsets.py:590(__init__)
        1    0.000    0.000    0.000    0.000 offsets.py:703(BusinessHourMixin)
        1    0.000    0.000    0.000    0.000 offsets.py:925(BusinessHour)
        1    0.000    0.000    0.000    0.000 offsets.py:948(CustomBusinessDay)
        1    0.000    0.000    0.000    0.000 offsets.py:974(__init__)
        1    0.000    0.000    0.000    0.000 offsets.py:991(get_calendar)
        1    0.000    0.000    0.000    0.000 ols.py:27(OLS)
        1    0.000    0.000    0.001    0.001 ols.py:3(<module>)
        1    0.000    0.000    0.000    0.000 ols.py:609(MovingOLS)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
      118    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
        7    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        1    0.000    0.000    0.001    0.001 opcode.py:5(<module>)
        6    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        1    0.000    0.000    0.000    0.000 openpyxl_compat.py:5(<module>)
